audience,country,duration,original_language,orignal_title,plot,score,scrapy_creators,scrapy_genres,scrapy_stars,title,tvshow_rank,url,year_start,year_stop
"""not rated""","""Royaume-Uni""",669,"""Anglais""","""I, Claudius""","""Les affaires personnelles et gouvernementales de la dynastie julio-claudienne au début de l'Empire romain, telles qu'elles sont évoquées par l'un de ses souverains.""",8.8,NULL,"""Biographique|Drame|Historique""","""Derek Jacobi|John Hurt|Siân Phillips""","""Moi Claude empereur""",75,"""https://www.imdb.com/title/tt0074006/?ref_=chttvtp_i_75""",1976,NULL
"""NULL""","""Corée du Sud""",90,"""Coréen""","""Eung-dab-ha-ra 1988""","""Suit la vie de cinq familles vivant dans la même rue dans un quartier appelé Ssangmundong à Séoul. Il jette un regard nostalgique sur l'année 1988.""",9.1,NULL,"""Comédie|Drame|Famille""","""Lee Hyeri|Go Kyung-pyo|Ryu Jun-Yeol""","""Réponds-moi 1988""",74,"""https://www.imdb.com/title/tt5182866/?ref_=chttvtp_i_74""",2015,2016
"""12""","""États-Unis""",49,"""Anglais""",NULL,"""Un article sur les exploits criminels du seigneur colombien de la drogue, Pablo Escobar, ainsi que sur les nombreux autres grands noms de la drogue qui ont frappé le pays au fil des ans.""",8.8,"""Carlo Bernard|Chris Brancato|Doug Miro""","""Biographique|Policier|Drame""","""Pedro Pascal|Wagner Moura|Boyd Holbrook""","""Narcos""",71,"""https://www.imdb.com/title/tt2707408/?ref_=chttvtp_i_71""",2015,2017
"""tv-ma""","""États-Unis""",22,"""Anglais""",NULL,"""L'humoriste Dave Chappelle anime ce sketch qui parodie de nombreux aspects raciaux et culturels.""",8.8,"""Neal Brennan|Dave Chappelle""","""Comédie|Musical""","""Dave Chappelle|Donnell Rawlings|Rudy Rush""","""Chappelle's Show""",72,"""https://www.imdb.com/title/tt0353049/?ref_=chttvtp_i_72""",2003,2006
"""12""","""Japon""",24,"""Japonais""",NULL,"""Après avoir appris qu'il était originaire d'une autre planète, le guerrier Goku et ses amis sont amenés à la défendre d'une attaque extraterrestre.""",8.8,NULL,"""Animation|Action|Aventure""","""Doc Harris|Christopher Sabat|Scott McNeil""","""Dragon Ball Z""",70,"""https://www.imdb.com/title/tt0214341/?ref_=chttvtp_i_70""",1989,1996
"""tous publics""","""États-Unis""",0,"""Anglais""","""Twin Peaks""","""Un agent du FBI singulier enquête sur le meurtre d'une jeune femme dans la ville encore plus singulière de Twin Peaks.""",8.8,"""Mark Frost|David Lynch""","""Policier|Drame|Mystère""","""Kyle MacLachlan|Michael Ontkean|Mädchen Amick""","""Mystères à Twin Peaks""",69,"""https://www.imdb.com/title/tt0098936/?ref_=chttvtp_i_69""",1990,1991
"""tv-pg""","""Royaume-Uni""",175,"""Anglais""","""Blackadder Goes Forth""","""Coincé au milieu de la Première Guerre mondiale, le capitaine Edmund Blackadder fait de son mieux pour échapper à la banalité de la guerre.""",8.8,NULL,"""Comédie|Guerre""","""Rowan Atkinson|Tony Robinson|Stephen Fry""","""La vipère noire IV""",68,"""https://www.imdb.com/title/tt0096548/?ref_=chttvtp_i_68""",1989,NULL
"""tous publics""","""États-Unis""",0,"""Anglais""","""Freaks and Geeks""","""Une lycéenne matheuse commence à fréquenter un groupe de zonards tandis que son frère cadet traverse sa première année au lycée.""",8.8,"""Paul Feig""","""Comédie|Drame""","""Linda Cardellini|John Francis Daley|James Franco""","""Freaks & Geeks""",67,"""https://www.imdb.com/title/tt0193676/?ref_=chttvtp_i_67""",1999,2000
"""tv-pg""","""Royaume-Uni""",327,"""Anglais""","""Pride and Prejudice""","""Tandis que l'arrivée de messieurs riches envoie sa mère soucieuse du mariage dans une frénésie, Elizabeth Bennet, obstinée et opiniâtre, s'allie avec le hautain M. Darcy.""",8.8,NULL,"""Drame|Romantique""","""Colin Firth|Jennifer Ehle|Susannah Harker""","""Orgueil et préjugés""",66,"""https://www.imdb.com/title/tt0112130/?ref_=chttvtp_i_66""",1995,NULL
"""tv-pg""","""Royaume-Uni""",30,"""Anglais""","""Fawlty Towers""","""L'incompétence, la mèche courte et l'arrogance du propriétaire de l'hôtel de Basil Fawlty forment un mélange improbable qui est souvent le garant d'accidents et de situations comiques.""",8.8,NULL,"""Comédie""","""John Cleese|Prunella Scales|Andrew Sachs""","""L'hôtel en folie""",64,"""https://www.imdb.com/title/tt0072500/?ref_=chttvtp_i_64""",1975,1979
"""tv-pg""","""Turquie""",80,"""Turc""",NULL,"""Une comédie télévisée turque se déroulant à Istanbul, Leyla et Mecnun est une comédie surréaliste et absurde qui tourne autour de l'histoire d'amour fictive entre Leyla et Mecnun.""",9.1,NULL,"""Aventure|Comédie|Drame""","""Ali Atay|Serkan Keskin|Osman Sonant""","""Leyla ile Mecnun""",65,"""https://www.imdb.com/title/tt1831164/?ref_=chttvtp_i_65""",2011,2023
"""10""","""Japon""",24,"""Japonais""",NULL,"""''Suivez les aventures de Monkey D. Luffy et de ses amis afin de trouver le plus grand trésor jamais laissé par le légendaire Pirate, Gol D Roger. Le fameux trésor mystérieux nommé ''''One Piece''''.''""",9.0,"""Eiichirô Oda""","""Animation|Action|Aventure""","""Mayumi Tanaka|Akemi Okamura|Laurent Vernin""","""One Piece""",62,"""https://www.imdb.com/title/tt0388629/?ref_=chttvtp_i_62""",1999,NULL
"""16""","""États-Unis""",0,"""Anglais""",NULL,"""Bojack Horseman, ancienne star de l'émission ''Horsin' Around'' dans les années 90 maintenant has-been vit à Hollywood, se plaint de tout et porte des pulls colorés.""",8.8,"""Raphael Bob-Waksberg""","""Animation|Comédie|Drame""","""Will Arnett|Amy Sedaris|Alison Brie""","""BoJack Horseman""",63,"""https://www.imdb.com/title/tt3398228/?ref_=chttvtp_i_63""",2014,2020
"""tv-ma""","""Allemagne de l'Ouest""",293,"""Allemand""","""Das Boot""","""Un équipage de sous-marins allemands de la Seconde Guerre mondiale a une mission de patrouille terrifiante dans les premiers jours de la guerre.""",8.8,NULL,"""Drame|Guerre""","""Jürgen Prochnow|Herbert Grönemeyer|Klaus Wennemann""","""Le bateau""",60,"""https://www.imdb.com/title/tt0081834/?ref_=chttvtp_i_60""",1985,NULL
"""10""","""États-Unis""",28,"""Anglais""","""Curb Your Enthusiasm""","""La vie de Larry David et les problèmes auxquels il est confronté avec ses amis et de parfaits inconnus.""",8.8,"""Larry David""","""Comédie""","""Larry David|Cheryl Hines|Jeff Garlin""","""Larry et son nombril""",61,"""https://www.imdb.com/title/tt0264235/?ref_=chttvtp_i_61""",2000,2024
"""tv-ma""","""Inde""",40,"""Hindi""",NULL,"""Une histoire d'épreuves et de tribulations de quatre jeunes entrepreneurs qui ont quitté leur emploi de jour afin de poursuivre leur entreprise de démarrage.""",9.1,"""Arunabh Kumar""","""Comédie|Drame""","""Naveen Kasturia|Arunabh Kumar|Abhay Mahajan""","""TVF Pitchers""",56,"""https://www.imdb.com/title/tt4742876/?ref_=chttvtp_i_56""",2015,2022
"""tous publics""","""Royaume-Uni""",30,"""Anglais""","""Monty Python's Flying Circus""","""Les sketches à la fois comiques et surréalistes de la troupe des Monty Python.""",8.8,"""Graham Chapman|Eric Idle|Terry Jones""","""Comédie""","""Graham Chapman|John Cleese|Terry Gilliam""","""Monty Python's Flying Circus ; Absurde, n'est-il pas?""",58,"""https://www.imdb.com/title/tt0063929/?ref_=chttvtp_i_58""",1969,1974
"""10""","""États-Unis""",22,"""Anglais""","""It's Always Sunny in Philadelphia""","""Cinq amis aux égos surdimensionnés et aux attitudes légèrement arrogantes sont propriétaires d'un bar irlandais à Philadelphie.""",8.8,"""Rob McElhenney|Glenn Howerton""","""Comédie""","""Charlie Day|Glenn Howerton|Rob McElhenney""","""Philadelphia""",57,"""https://www.imdb.com/title/tt0472954/?ref_=chttvtp_i_57""",2005,NULL
"""tous publics""","""États-Unis""",44,"""Anglais""","""The West Wing""","""La vie des membres du personnel de l'aile ouest de la Maison-Blanche.""",8.9,"""Aaron Sorkin""","""Drame""","""Martin Sheen|Rob Lowe|Allison Janney""","""À la Maison Blanche""",59,"""https://www.imdb.com/title/tt0200276/?ref_=chttvtp_i_59""",1999,2006
"""NULL""","""Turquie""",30,"""Turc""",NULL,"""Yilmaz et Ilkkan sont deux amis qui se battent constamment. Leur plus grande caractéristique est de toujours pouvoir faire quelque chose qui bouleversera leur vie ordinaire.""",9.0,NULL,"""Comédie""","""Feyyaz Yigit|Kivanç Kilinç|Ahmet Kürsat Öçalan""","""Gibi""",55,"""https://www.imdb.com/title/tt13675832/?ref_=chttvtp_i_55""",2021,NULL
"""tous publics""","""États-Unis""",0,"""Anglais""",NULL,"""Suit les vies personnelles et professionnelles de six amis d'une vingtaine et trentaine d'années vivant à Manhattan.""",8.9,"""David Crane|Marta Kauffman""","""Comédie|Romantique""","""Jennifer Aniston|Courteney Cox|Lisa Kudrow""","""Friends""",53,"""https://www.imdb.com/title/tt0108778/?ref_=chttvtp_i_53""",1994,2004
"""12""","""États-Unis""",0,"""Anglais""",NULL,"""Suit une famille dysfonctionnelle américaine.""",8.8,"""Jesse Armstrong""","""Comédie|Drame""","""Nicholas Braun|Brian Cox|Kieran Culkin""","""Succession""",54,"""https://www.imdb.com/title/tt7660850/?ref_=chttvtp_i_54""",2018,2023
"""tv-pg""","""Royaume-Uni""",0,"""Anglais""","""Africa""","""Africa, the world's wildest continent. David Attenborough takes us on an awe-inspiring journey through one of the most diverse places in the world. We visit deserts, savannas, and jungles and meet up with some of Africa's amazing wildlife.""",8.9,NULL,"""Documentaire""","""David Attenborough|Simon Blakeney|Bill Rudolph""","""Afrique sauvage""",52,"""https://www.imdb.com/title/tt2571774/?ref_=chttvtp_i_52""",2013,NULL
"""10""","""États-Unis""",30,"""Anglais""",NULL,"""L'ancien animateur et correspondant du Daily Show, John Oliver, apporte sa personnalité à cette nouvelle émission d'informations satirique.""",8.9,NULL,"""Comédie|Actualités|Talk-show""","""John Oliver|David Kaye|Ryan Barger""","""Last Week Tonight with John Oliver""",50,"""https://www.imdb.com/title/tt3530232/?ref_=chttvtp_i_50""",2014,NULL
"""16""","""États-Unis""",296,"""Espagnol""","""When They See Us""","""Cinq adolescents de Harlem vivent un cauchemar lorsqu'ils sont faussement accusés d'une attaque brutale à Central Park. Basé sur une vraie histoire.""",8.8,"""Ava DuVernay""","""Biographique|Policier|Drame""","""Asante Blackk|Caleel Harris|Ethan Herisse""","""Dans leur regard""",49,"""https://www.imdb.com/title/tt7137906/?ref_=chttvtp_i_49""",2019,NULL
"""tv-ma""","""France""",312,"""Français""",NULL,"""This six-part series traces the Second World War, from the rise of the Nazis to the surrender of the Japanese, with detailed portraits of key figures.""",9.0,NULL,"""Documentaire|Historique|Guerre""","""Mathieu Kassovitz|Martin Sheen|Rudolf Hess""","""Apocalypse: La 2ème guerre mondiale""",48,"""https://www.imdb.com/title/tt1508238/?ref_=chttvtp_i_48""",2009,NULL
"""tv-14""","""Royaume-Uni""",47,"""Anglais""",NULL,"""Cinq comédiens se voient confier des tâches qui défient leur créativité et leur esprit. Les tâches sont supervisées par Alex Horne mais le Taskmaster, Greg Davies, a toujours le dernier mot.""",9.0,NULL,"""Comédie|Jeu télévisé""","""Greg Davies|Alex Horne|Kerry Godliman""","""Taskmaster""",51,"""https://www.imdb.com/title/tt4934214/?ref_=chttvtp_i_51""",2015,NULL
"""tous publics""","""Japon""",0,"""Japonais""",NULL,"""Les mésaventures et tragédies futuristes d'un chasseur de primes tranquille et de ses partenaires.""",8.9,"""Sunrise|Shin'ichirô Watanabe""","""Animation|Action|Aventure""","""Kôichi Yamadera|Unshô Ishizuka|Megumi Hayashibara""","""Cowboy Bebop""",45,"""https://www.imdb.com/title/tt0213338/?ref_=chttvtp_i_45""",1998,1999
"""tous publics""","""États-Unis""",53,"""Anglais""",NULL,"""Diverses chroniques de fraude, d'intrigues et de meurtres dans la région glaciale du Minnesota. Pourtant, toutes ces histoires renvoient mystérieusement à Fargo, dans le Dakota du Nord.""",8.9,"""Noah Hawley""","""Policier|Drame|Thriller""","""Billy Bob Thornton|Martin Freeman|Allison Tolman""","""Fargo""",46,"""https://www.imdb.com/title/tt2802850/?ref_=chttvtp_i_46""",2014,2024
"""tv-ma""","""Turquie""",0,"""Turc""",NULL,"""Un homme atteint de la maladie d'Alzheimer décide de punir les criminels.""",9.0,NULL,"""Policier|Drame|Mystère""","""Haluk Bilginer|Sebnem Bozoklu|Recep Usta""","""Sahsiyet""",44,"""https://www.imdb.com/title/tt7920978/?ref_=chttvtp_i_44""",2018,NULL
"""12""","""États-Unis""",55,"""Anglais""",NULL,"""Série dans laquelle les enquêtes policières dénichent les secrets personnels et professionnels des personnes impliquées dans la loi ou non.""",8.9,"""Nic Pizzolatto|Issa López""","""Policier|Drame|Mystère""","""Vince Vaughn|Colin Farrell|Rachel McAdams""","""True Detective""",42,"""https://www.imdb.com/title/tt2356777/?ref_=chttvtp_i_42""",2014,NULL
"""tous publics""","""États-Unis""",23,"""Anglais""","""Gravity Falls""","""Les jumeaux Dipper et Mabel Pines passent l'été dans le piège à touristes de leur oncle dans l'énigmatique ville de Gravity Falls.""",8.9,"""Alex Hirsch""","""Animation|Aventure|Comédie""","""Jason Ritter|Alex Hirsch|Kristen Schaal""","""Souvenirs de Gravity Falls""",43,"""https://www.imdb.com/title/tt1865718/?ref_=chttvtp_i_43""",2012,2016
"""tous publics""","""États-Unis""",22,"""Anglais""",NULL,"""Les mésaventures continues de Jerry Seinfeld, humoriste névrosé et de ses amis new-yorkais.""",8.9,"""Larry David|Jerry Seinfeld""","""Comédie""","""Jerry Seinfeld|Julia Louis-Dreyfus|Michael Richards""","""Seinfeld""",39,"""https://www.imdb.com/title/tt0098904/?ref_=chttvtp_i_39""",1989,1998
"""tv-ma""","""Pologne""",572,"""Polonais""","""Dekalog""","""Dix téléfilms, chacun basé sur l'un des dix commandements.""",8.9,NULL,"""Drame""","""Artur Barcis|Olgierd Lukaszewicz|Olaf Lubaszenko""","""Le décalogue""",40,"""https://www.imdb.com/title/tt0092337/?ref_=chttvtp_i_40""",1989,1990
"""16""","""Royaume-Uni""",0,"""Anglais""",NULL,"""Un documentaire sur les Beatles, qui met en vedette le processus créatif du mythique groupe, tourné en janvier 1969 pour le documentaire Let It Be, présenté en 1970.""",9.0,NULL,"""Documentaire|Biographique|Musical""",NULL,"""The Beatles: Get Back""",41,"""https://www.imdb.com/title/tt9735318/?ref_=chttvtp_i_41""",2021,NULL
"""12""","""Japon""",24,"""Anglais""",NULL,"""Un lycéen intelligent se lance dans une croisade secrète afin d'éliminer les criminels du monde après avoir découvert un cahier capable de tuer n'importe quelle personne si son nom y est écrit.""",8.9,NULL,"""Animation|Policier|Drame""","""Mamoru Miyano|Brad Swaile|Vincent Tong""","""Death Note""",38,"""https://www.imdb.com/title/tt0877057/?ref_=chttvtp_i_38""",2006,2007
"""tv-14""","""États-Unis""",680,"""Anglais""",NULL,"""Une étude approfondie de la guerre civile américaine.""",9.0,NULL,"""Documentaire|Historique|Guerre""","""David McCullough|Sam Waterston|Julie Harris""","""The Civil War""",37,"""https://www.imdb.com/title/tt0098769/?ref_=chttvtp_i_37""",1990,NULL
"""tv-pg""","""Royaume-Uni""",95,"""Anglais""","""Only Fools and Horses....""","""Une comédie qui suit deux frères dans le lôtissement dûr de Peckham à Londres alors qu'ils tentent de régler un certain nombre de contrats loufoques à la recherche du gros lot qui fera d'eux des millionnaires.""",9.0,"""John Sullivan""","""Comédie""","""David Jason|Nicholas Lyndhurst|Roger Lloyd Pack""","""Only Fools and Horses""",36,"""https://www.imdb.com/title/tt0081912/?ref_=chttvtp_i_36""",1981,2003
"""16""","""Royaume-Uni""",45,"""Anglais""","""Clarkson's Farm""","""Suivez Jeremy Clarkson alors qu'il tente de gérer une ferme à la campagne.""",9.0,NULL,"""Documentaire|Comédie|Télé-réalité""","""Jeremy Clarkson|Kaleb Cooper|Charlie Ireland""","""Clarkson à la ferme""",34,"""https://www.imdb.com/title/tt10541088/?ref_=chttvtp_i_34""",2021,NULL
"""tv-pg""","""Royaume-Uni""",0,"""Anglais""","""Frozen Planet""","""La série documentaire se focalise sur la vie et l'environnement dans l'Arctique et l'Antarctique.""",9.0,NULL,"""Documentaire""","""David Attenborough|Alec Baldwin|Chadden Hunter""","""Terres de glace""",33,"""https://www.imdb.com/title/tt2092588/?ref_=chttvtp_i_33""",2011,2012
"""tous publics""","""États-Unis""",0,"""Anglais""",NULL,"""Cinq cents ans plus tard, un équipage renégat à bord d'un petit vaisseau spatial tente de survivre alors qu'il parcourt des régions inconnues de la galaxie et échappe aux factions en guerre ainsi qu'aux agents d'autorité.""",9.0,"""Joss Whedon""","""Aventure|Drame|Science-fiction""","""Nathan Fillion|Gina Torres|Alan Tudyk""","""Firefly""",32,"""https://www.imdb.com/title/tt0303461/?ref_=chttvtp_i_32""",2002,2003
"""tv-pg""","""Royaume-Uni""",50,"""Anglais""","""Human Planet""","""Comme toutes les formes de vie, l'humanité a également tendance à s'adapter aux différents environnements naturels, mais elle a aussi tendance à les modifier.""",9.0,NULL,"""Documentaire""","""John Hurt|Roger Munns""","""Planète des hommes""",31,"""https://www.imdb.com/title/tt1806234/?ref_=chttvtp_i_31""",2011,NULL
"""12""","""États-Unis""",55,"""Anglais""",NULL,"""Neuf nobles familles se battent pour le contrôle des terres mythiques de Westeros, tandis qu'un ancien ennemi revient après avoir été endormi pendant des milliers d'années.""",9.2,"""David Benioff|D.B. Weiss""","""Action|Aventure|Drame""","""Emilia Clarke|Peter Dinklage|Kit Harington""","""Game of Thrones""",13,"""https://www.imdb.com/title/tt0944947/?ref_=chttvtp_i_13""",2011,2019
"""tous publics avec avertissement""","""États-Unis""",0,"""Anglais""",NULL,"""Les procès et tribulations de l'avocat criminel Jimmy McGill durant la période précédant la création de son cabinet d'avocats spécialisé dans les centres commerciaux à Albuquerque au Nouveau-Mexique.""",9.0,"""Vince Gilligan|Peter Gould""","""Policier|Drame""","""Bob Odenkirk|Rhea Seehorn|Jonathan Banks""","""Better Call Saul""",30,"""https://www.imdb.com/title/tt3032476/?ref_=chttvtp_i_30""",2015,2022
"""7""","""États-Unis""",50,"""Anglais""","""Our Planet""","""Série documentaire sur la diversité des habitats naturels à travers le monde, des contrées lointaines et arctiques aux océans profonds et mystérieux, en passant par les vastes paysages de l'Afrique et les jungles de l'Amérique du Sud.""",9.3,NULL,"""Documentaire""","""David Attenborough""","""Notre planète""",12,"""https://www.imdb.com/title/tt9253866/?ref_=chttvtp_i_12""",2019,2023
"""tv-pg""","""Royaume-Uni""",0,"""Anglais""",NULL,"""Une série documentaire en 26 épisodes inédits racontée par l'acteur Laurence Olivier sur le conflit le plus meurtrier de l'histoire, la 2ème Guerre Mondiale.""",9.2,NULL,"""Documentaire|Historique|Guerre""","""Laurence Olivier|Averell Harriman|Anthony Eden""","""The World at War""",14,"""https://www.imdb.com/title/tt0071075/?ref_=chttvtp_i_14""",1973,1974
"""tous publics""","""Japon""",24,"""Japonais""",NULL,"""Gon Freecss aspire à devenir chasseur. Avec ses amis et son potentiel, il recherche son père qui l'a quitté quand il était plus jeune.""",9.0,"""Yoshihiro Togashi""","""Animation|Action|Aventure""","""Issei Futamata|Megumi Han|Cristina Valenzuela""","""Hunter x Hunter""",35,"""https://www.imdb.com/title/tt2098220/?ref_=chttvtp_i_35""",2011,2014
"""tous publics""","""États-Unis""",55,"""Anglais""","""The Sopranos""","""Tony Soprano, chef de la mafia du New Jersey, doit gérer les problèmes personnels et professionnels qui affectent sa santé mentale, l'amenant à consulter une psychologue.""",9.2,"""David Chase""","""Policier|Drame""","""James Gandolfini|Lorraine Bracco|Edie Falco""","""Les Soprano""",9,"""https://www.imdb.com/title/tt0141842/?ref_=chttvtp_i_9""",1999,2007
"""tous publics""","""États-Unis""",557,"""Anglais""",NULL,"""Une exploration de notre découverte des lois de la nature et des coordonnées dans l'espace et le temps.""",9.3,NULL,"""Documentaire""","""Neil deGrasse Tyson|Christopher Emerson|Keythe Farley""","""Cosmos: Une odyssée à travers l'univers""",10,"""https://www.imdb.com/title/tt2395695/?ref_=chttvtp_i_10""",2014,NULL
"""t""","""États-Unis""",23,"""Anglais""",NULL,"""Dans un monde magique déchiré par la guerre, un jeune garçon se réveille et se lance dans une quête mystique et dangereuse pour accomplir son destin d'Avatar et apporter la paix dans le monde.""",9.3,"""Michael Dante DiMartino|Bryan Konietzko""","""Animation|Action|Aventure""","""Dee Bradley Baker|Zach Tyler Eisen|Mae Whitman""","""Avatar, le dernier maître de l'air""",7,"""https://www.imdb.com/title/tt0417299/?ref_=chttvtp_i_7""",2005,2008
"""tv-pg""","""États-Unis""",0,"""Anglais""",NULL,"""Astronomer Carl Sagan leads us on an engaging guided tour of the various elements and cosmological theories of the universe.""",9.3,"""Ann Druyan|Carl Sagan|Steven Soter""","""Documentaire""","""Carl Sagan|Jaromír Hanzlík|Jonathan Fahn""","""Cosmos""",11,"""https://www.imdb.com/title/tt0081846/?ref_=chttvtp_i_11""",1980,NULL
"""tv-g""","""Royaume-Uni""",364,"""Anglais""",NULL,"""David Attenborough retourne dans les océans du monde dans cette suite du documentaire acclamé qui montre des créatures rares et inhabituelles, ainsi que les problèmes auxquels nos océans sont confrontés.""",9.3,NULL,"""Documentaire""","""David Attenborough|Peter Drost|Roger Munns""","""Blue Planet II""",8,"""https://www.imdb.com/title/tt6769208/?ref_=chttvtp_i_8""",2017,NULL
"""tous publics""","""Royaume-Uni""",594,"""Anglais""","""Band of Brothers""","""L'histoire de la Easy Company de la 101e division aéroportée de l'armée américaine, et de sa mission en Europe pendant la Seconde Guerre mondiale, de l'opération Overlord au jour de la Victoire sur le Japon.""",9.4,NULL,"""Drame|Historique|Guerre""","""Scott Grimes|Damian Lewis|Ron Livingston""","""Frères d'armes""",4,"""https://www.imdb.com/title/tt0185906/?ref_=chttvtp_i_4""",2001,NULL
"""tous publics""","""États-Unis""",59,"""Anglais""","""The Wire""","""Le monde de la drogue à Baltimore à travers les yeux des trafiquants comme des forces de l'ordre.""",9.3,"""David Simon""","""Policier|Drame|Thriller""","""Dominic West|Lance Reddick|Sonja Sohn""","""Sur écoute""",6,"""https://www.imdb.com/title/tt0306414/?ref_=chttvtp_i_6""",2002,2008
"""tous publics""","""Royaume-Uni""",538,"""Anglais""","""Planet Earth""","""Récompensée par un Emmy Award, onze épisodes, cinq ans de préparation, la série documentaire sur la nature la plus chère jamais commandée par la BBC et la première à être filmée en haute définition.""",9.4,NULL,"""Documentaire|Famille""","""Sigourney Weaver|David Attenborough|Nikolay Drozdov""","""Planète Terre""",3,"""https://www.imdb.com/title/tt0795176/?ref_=chttvtp_i_3""",2006,NULL
"""10""","""Royaume-Uni""",0,"""Anglais""",NULL,"""David Attenborough revient avec un nouveau documentaire sur la faune qui montre la vie dans une variété d'habitats.""",9.5,NULL,"""Documentaire""","""David Attenborough|Michael J. Sanderson|Sandesh Kadur""","""Planet Earth II""",2,"""https://www.imdb.com/title/tt5491994/?ref_=chttvtp_i_2""",2016,NULL
"""12""","""États-Unis""",0,"""Anglais""",NULL,"""En avril 1986, une explosion à la centrale nucléaire de Tchernobyl en URSS, devient l'une des pires catastrophes causées par l'homme au monde.""",9.3,"""Craig Mazin""","""Drame|Historique|Thriller""","""Jessie Buckley|Jared Harris|Stellan Skarsgård""","""Chernobyl""",5,"""https://www.imdb.com/title/tt7366338/?ref_=chttvtp_i_5""",2019,NULL
"""tv-pg""","""Royaume-Uni""",235,"""Anglais""","""North & South""","""Une adaptation en quatre parties de l'histoire d'amour d'Elizabeth Gaskell, qui raconte l'histoire de Margaret Hale, une bourgeoise du sud obligée de s'installer dans la ville de Milton, dans le nord.""",8.6,NULL,"""Drame|Romantique""","""Daniela Denby-Ashe|Richard Armitage|Tim Pigott-Smith""","""Nord et Sud""",222,"""https://www.imdb.com/title/tt0417349/?ref_=chttvtp_i_222""",2004,NULL
"""tv-14""","""États-Unis""",30,"""Anglais""",NULL,"""Nathan Fielder utilise son diplôme en commerce et son expérience de la vie pour aider de petites entreprises à faire faire du profit.""",8.9,"""Nathan Fielder|Michael Koman""","""Documentaire|Comédie""","""Nathan Fielder|Anthony Filosa|Salomon Flores""","""Nathan for You""",47,"""https://www.imdb.com/title/tt2297757/?ref_=chttvtp_i_47""",2013,2017
